id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,distance_from_downtown_mile,price_per_sqft,total_sqft_larger_than_neighbours,is_renovated
6054650070,2014-10-07,400000.0,3,1.75,1370,9680,1.0,0,0.0,4,7,1370,0,1977,0,98074,47.6127,-122.045,1370,10208,13.37,36.2,0,0
1175000570,2015-03-12,530000.0,5,2.0,1810,4850,1.5,0,0.0,3,7,1810,0,1900,0,98107,47.67,-122.39399999999999,1360,4850,5.26,79.58,0,0
9297300055,2015-01-24,650000.0,4,3.0,2950,5000,2.0,0,3.0,3,9,1980,970,1979,0,98126,47.5714,-122.375,2140,4000,3.12,81.76,0,0
1875500060,2014-07-31,395000.0,3,2.0,1890,14040,2.0,0,0.0,3,7,1890,0,1994,0,98019,47.7277,-121.962,1890,14018,19.14,24.8,0,0
6865200140,2014-05-29,485000.0,4,1.0,1600,4300,1.5,0,0.0,4,7,1600,0,1916,0,98103,47.6648,-122.34299999999999,1610,4300,4.08,82.2,0,0
16000397,2014-12-05,189000.0,2,1.0,1200,9850,1.0,0,0.0,4,7,1200,0,1921,0,98002,47.3089,-122.21,1060,5095,21.3,17.1,0,0
7983200060,2015-04-24,230000.0,3,1.0,1250,9774,1.0,0,0.0,4,7,1250,0,1969,0,98003,47.3343,-122.306,1280,8850,18.81,20.86,0,0
6300500875,2014-05-14,385000.0,4,1.75,1620,4980,1.0,0,0.0,4,7,860,760,1947,0,98133,47.7025,-122.34100000000001,1400,4980,6.66,58.33,0,0
2524049179,2014-08-26,2000000.0,3,2.75,3050,44867,1.0,0,4.0,3,9,2330,720,1968,0,98040,47.5316,-122.23299999999999,4110,20336,6.92,41.74,0,0
7137970340,2014-07-03,285000.0,5,2.5,2270,6300,2.0,0,0.0,3,8,2270,0,1995,0,98092,47.3266,-122.169,2240,7005,20.75,33.26,0,0
8091400200,2014-05-16,252700.0,2,1.5,1070,9643,1.0,0,0.0,3,7,1070,0,1985,0,98030,47.3533,-122.166,1220,8386,19.1,23.59,0,0
3814700200,2014-11-20,329000.0,3,2.25,2450,6500,2.0,0,0.0,4,8,2450,0,1985,0,98030,47.3739,-122.17200000000001,2200,6865,17.69,36.76,0,0
1202000200,2014-11-03,233000.0,3,2.0,1710,4697,1.5,0,0.0,5,6,1710,0,1941,0,98002,47.3048,-122.21799999999999,1030,4705,21.48,36.37,0,0
1794500383,2014-06-26,937000.0,3,1.75,2450,2691,2.0,0,0.0,3,8,1750,700,1915,0,98119,47.6386,-122.36,1760,3573,2.59,182.26,0,0
3303700376,2014-12-01,667000.0,3,1.0,1400,1581,1.5,0,0.0,5,8,1400,0,1909,0,98112,47.6221,-122.314,1860,3861,1.38,223.75,1,0
5101402488,2014-06-24,438000.0,3,1.75,1520,6380,1.0,0,0.0,3,7,790,730,1948,0,98115,47.695,-122.304,1520,6235,6.27,55.44,0,0
1873100390,2015-03-02,719000.0,4,2.5,2570,7173,2.0,0,0.0,3,8,2570,0,2005,0,98052,47.7073,-122.11,2630,6026,12.47,73.8,0,0
8562750320,2014-11-10,580500.0,3,2.5,2320,3980,2.0,0,0.0,3,8,2320,0,2003,0,98027,47.5391,-122.07,2580,3980,13.06,92.14,0,0
2426039314,2014-12-01,280000.0,2,1.5,1190,1265,3.0,0,0.0,3,7,1190,0,2005,0,98133,47.7274,-122.35700000000001,1390,1756,8.45,114.05,0,0
461000390,2014-06-24,687500.0,4,1.75,2330,5000,1.5,0,0.0,4,7,1510,820,1929,0,98117,47.6823,-122.368,1460,5000,5.51,93.79,0,0
7589200193,2014-11-10,535000.0,3,1.0,1090,3000,1.5,0,0.0,4,8,1090,0,1929,0,98117,47.6889,-122.375,1570,5080,6.05,130.81,0,0
7955080270,2014-12-03,322500.0,4,2.75,2060,6659,1.0,0,0.0,3,7,1280,780,1981,0,98058,47.4276,-122.15700000000001,2020,8720,14.79,36.99,0,0
9547205180,2014-06-13,696000.0,3,2.5,2300,3060,1.5,0,0.0,3,8,1510,790,1930,2002,98115,47.6827,-122.31,1590,3264,5.38,129.85,0,1
9435300030,2014-05-28,550000.0,4,1.0,1660,34848,1.0,0,0.0,1,5,930,730,1933,0,98052,47.6621,-122.132,2160,11467,10.08,15.07,0,0
2768000400,2014-12-30,640000.0,4,2.0,2360,6000,2.0,0,0.0,4,8,2360,0,1904,0,98107,47.6702,-122.36200000000001,1730,4700,4.63,76.56,0,0
7895500070,2015-02-13,240000.0,4,1.0,1220,8075,1.0,0,0.0,2,7,890,330,1969,0,98001,47.3341,-122.28200000000001,1290,7800,18.93,25.82,0,0
2078500320,2014-06-20,605000.0,4,2.5,2620,7553,2.0,0,0.0,3,8,2620,0,1996,0,98056,47.5301,-122.18,2620,11884,8.82,59.47,0,0
5547700270,2014-07-15,625000.0,4,2.5,2570,5520,2.0,0,0.0,3,9,2570,0,2000,0,98074,47.6145,-122.027,2470,5669,14.21,77.26,0,0
7766200013,2014-08-11,775000.0,4,2.25,4220,24186,1.0,0,0.0,3,8,2600,1620,1984,0,98166,47.445,-122.34700000000001,2410,30617,11.15,27.28,0,0
7203220400,2014-07-07,861990.0,5,2.75,3595,5639,2.0,0,0.0,3,9,3595,0,2014,0,98053,47.6848,-122.016,3625,5639,15.67,93.35,0,0
9270200160,2014-10-28,685000.0,3,1.0,1570,2280,2.0,0,0.0,3,7,1570,0,1922,0,98119,47.6413,-122.36399999999999,1580,2640,2.84,177.92,0,0
1432701230,2014-07-29,309000.0,3,1.0,1280,9656,1.0,0,0.0,4,6,920,360,1959,0,98058,47.4485,-122.175,1340,8808,13.12,28.26,0,0
8035350320,2014-07-18,488000.0,3,2.5,3160,13603,2.0,0,0.0,3,8,3160,0,2003,0,98019,47.7443,-121.977,3050,9232,19.06,29.11,0,0
8945200830,2015-03-25,210490.0,3,1.0,990,8528,1.0,0,0.0,3,6,990,0,1966,0,98023,47.3066,-122.37100000000001,1228,8840,20.77,22.11,0,0
4178300310,2014-07-16,785000.0,4,2.5,2290,13416,2.0,0,0.0,4,9,2290,0,1981,0,98007,47.6194,-122.15100000000001,2680,13685,8.48,49.98,0,0
9215400105,2015-04-28,450000.0,3,1.75,1250,5963,1.0,0,0.0,4,7,1250,0,1953,0,98115,47.6796,-122.301,970,5100,5.27,62.39,0,0
822039084,2015-03-11,1350000.0,3,2.5,2753,65005,1.0,1,2.0,5,9,2165,588,1953,0,98070,47.4041,-122.45100000000001,2680,72513,15.02,19.92,0,0
5245600105,2014-09-16,228000.0,3,1.0,1190,9199,1.0,0,0.0,3,7,1190,0,1955,0,98148,47.4258,-122.322,1190,9364,12.46,21.95,0,0
7231300125,2015-02-17,345000.0,5,2.5,3150,9134,1.0,0,0.0,4,8,1640,1510,1966,0,98056,47.4934,-122.189,1990,9133,10.25,28.09,0,0
7518505990,2014-12-31,600000.0,3,1.75,1410,4080,1.0,0,0.0,4,7,1000,410,1950,0,98117,47.6808,-122.384,1410,4080,5.69,109.29,0,0
3626039271,2015-02-05,585000.0,2,1.75,1980,8550,1.0,0,0.0,3,7,990,990,1981,0,98117,47.6989,-122.369,1480,6738,6.63,55.56,0,0
4217401195,2015-03-03,920000.0,5,2.25,2730,6000,1.5,0,0.0,3,8,2130,600,1927,0,98105,47.6571,-122.281,2730,6000,4.24,105.38,0,0
9822700295,2014-05-12,885000.0,4,2.5,2830,5000,2.0,0,0.0,3,9,2830,0,1995,0,98105,47.6597,-122.29,1950,5000,4.18,113.03,0,0
9478500640,2014-08-19,292500.0,4,2.5,2250,4495,2.0,0,0.0,3,7,2250,0,2008,0,98042,47.3663,-122.11399999999999,2250,4500,19.44,43.37,0,0
2799800710,2015-04-07,301000.0,3,2.5,2420,4750,2.0,0,0.0,3,8,2420,0,2003,0,98042,47.3663,-122.12200000000001,2690,4750,19.25,41.98,0,0
7922800400,2014-08-27,951000.0,5,3.25,3250,14342,2.0,0,4.0,4,8,3250,0,1968,0,98008,47.588,-122.116,2960,11044,10.14,54.06,0,0
8079040320,2015-02-23,430000.0,4,3.0,1850,9976,2.0,0,0.0,3,8,1850,0,1991,0,98059,47.5059,-122.149,2270,8542,10.99,36.36,0,0
1516000055,2014-12-10,650000.0,3,2.25,2150,21235,1.0,0,3.0,4,8,1590,560,1959,0,98166,47.4336,-122.339,2570,18900,11.92,27.8,0,0
9558200045,2014-08-28,289000.0,3,1.75,1260,8400,1.0,0,0.0,3,7,1260,0,1954,0,98148,47.4366,-122.335,1290,8750,11.71,29.92,0,0
5072410070,2014-10-21,505000.0,3,1.75,2519,8690,2.0,0,0.0,5,8,2519,0,1973,0,98166,47.4428,-122.344,2500,9500,11.3,45.05,0,0
9528102996,2014-12-07,549000.0,3,1.75,1540,1044,3.0,0,0.0,3,8,1540,0,2014,0,98115,47.6765,-122.32,1580,3090,4.89,212.46,1,0
1189001180,2014-06-03,425000.0,3,2.25,1660,6000,1.0,0,0.0,3,7,1110,550,1979,0,98122,47.6113,-122.29700000000001,1440,4080,1.67,55.48,0,0
3253500160,2014-11-20,317625.0,3,2.75,2770,3809,1.5,0,0.0,5,7,1770,1000,1925,0,98144,47.5747,-122.304,1440,4000,2.54,48.28,0,0
3394100030,2014-09-09,975000.0,4,2.5,2720,11049,2.0,0,0.0,3,10,2720,0,1989,0,98004,47.5815,-122.19200000000001,2750,11049,6.74,70.81,0,0
3717000160,2014-10-09,287000.0,4,2.5,2240,4648,2.0,0,0.0,3,7,2240,0,2005,0,98001,47.3378,-122.257,2221,4557,18.86,41.67,0,0
1274500060,2014-08-25,204000.0,3,1.0,1000,12070,1.0,0,0.0,4,7,1000,0,1968,0,98042,47.3621,-122.11,1010,12635,19.79,15.61,0,0
1802000060,2014-06-12,1330000.0,5,2.25,3200,20158,1.0,0,0.0,3,8,1600,1600,1965,0,98004,47.6303,-122.215,3390,20158,5.7,56.94,0,0
1525059190,2014-09-12,1040000.0,5,3.25,4770,50094,1.0,0,0.0,4,11,3070,1700,1973,0,98005,47.6525,-122.16,3530,38917,8.62,18.96,0,0
1049000060,2015-01-05,325000.0,3,2.0,1260,5612,1.0,0,0.0,4,7,1260,0,1972,0,98034,47.7362,-122.179,1640,4745,11.46,47.29,0,0
8820901275,2014-06-10,571000.0,4,2.0,2750,7807,1.5,0,0.0,5,7,2250,500,1916,0,98125,47.7168,-122.287,1510,7807,7.92,54.09,0,0
5416510140,2014-07-10,360000.0,4,2.5,2380,5000,2.0,0,0.0,3,8,2380,0,2005,0,98038,47.3608,-122.036,2420,5000,21.86,48.78,0,0
3444100400,2015-03-16,349000.0,3,1.75,1790,50529,1.0,0,0.0,5,7,1090,700,1965,0,98042,47.3511,-122.073,1940,50529,21.36,6.67,0,0
3276920270,2014-11-05,832500.0,4,4.0,3430,35102,2.0,0,0.0,4,10,2390,1040,1986,0,98075,47.5822,-121.98700000000001,3240,35020,16.15,21.61,0,0
4036801170,2014-10-13,380000.0,4,1.75,1760,7300,1.0,0,0.0,3,7,880,880,1956,0,98008,47.6034,-122.125,1680,7500,9.64,41.94,0,0
2391600320,2015-04-20,480000.0,3,1.0,1040,5060,1.0,0,0.0,3,7,1040,0,1941,0,98116,47.5636,-122.39399999999999,890,5060,4.12,78.69,0,0
6300000287,2014-06-09,410000.0,3,1.0,1410,5060,1.0,0,0.0,4,7,910,500,1956,0,98133,47.7073,-122.34,1130,5693,6.99,63.37,0,0
1531000030,2015-03-23,720000.0,4,2.5,3450,39683,2.0,0,0.0,3,10,3450,0,2002,0,98010,47.342,-122.025,3350,39750,23.2,16.69,0,0
5104520400,2014-12-02,390000.0,3,2.5,2350,5100,2.0,0,0.0,3,8,2350,0,2003,0,98038,47.3512,-122.008,2350,5363,23.21,52.35,0,0
7437100340,2014-12-22,360000.0,4,2.5,1900,5889,2.0,0,0.0,3,7,1900,0,1992,0,98038,47.349,-122.031,1870,6405,22.65,46.22,0,0
9418400240,2014-10-28,355000.0,2,1.0,2020,6720,1.0,0,0.0,3,7,1010,1010,1948,0,98118,47.5474,-122.291,1720,6720,4.49,40.62,0,0
1523059105,2015-01-28,356000.0,3,1.5,1680,8712,1.0,0,0.0,3,8,1680,0,1964,0,98059,47.4811,-122.149,1850,8797,12.14,34.26,0,0
1133000671,2014-06-02,315000.0,3,1.0,960,6634,1.0,0,0.0,3,6,960,0,1952,0,98125,47.7264,-122.31,1570,7203,8.36,41.48,0,0
4232902595,2014-11-14,940000.0,3,1.5,2140,3600,2.0,0,0.0,3,9,1900,240,1925,0,98119,47.6337,-122.365,2020,4800,2.44,163.76,0,0
2599001200,2014-11-03,305000.0,5,2.25,2660,8400,1.5,0,0.0,5,7,2660,0,1961,0,98092,47.2909,-122.189,1590,8165,22.77,27.58,0,0
3342103156,2014-06-18,461000.0,3,3.25,2770,6278,2.0,0,0.0,3,9,1980,790,2006,0,98056,47.5228,-122.199,1900,7349,8.46,50.95,0,0
1332700270,2014-05-19,215000.0,2,2.25,1610,2040,2.0,0,0.0,4,7,1610,0,1979,0,98056,47.518,-122.194,1950,2025,8.86,58.9,0,0
3869900162,2014-09-04,335000.0,2,1.75,1030,1066,2.0,0,0.0,3,7,765,265,2006,0,98136,47.5394,-122.387,1030,1106,5.27,159.83,0,0
2791500270,2014-05-22,243500.0,4,2.5,1980,7403,2.0,0,0.0,3,7,1980,0,1988,0,98023,47.2897,-122.37200000000001,1980,7510,21.93,25.95,0,0
5036300431,2015-03-11,1100000.0,5,2.75,3520,6353,2.0,0,0.0,4,10,3520,0,2001,0,98199,47.6506,-122.391,2520,6250,4.11,111.41,0,0
4168000060,2015-02-26,153000.0,3,1.0,1200,10500,1.0,0,0.0,3,7,1200,0,1962,0,98023,47.321999999999996,-122.351,1350,10500,19.64,13.08,0,0
6021501535,2014-07-25,430000.0,3,1.5,1580,5000,1.0,0,0.0,3,8,1290,290,1939,0,98117,47.687,-122.38600000000001,1570,4500,6.12,65.35,0,0
1483300570,2014-09-08,905000.0,4,2.5,3300,10250,1.0,0,0.0,3,7,2390,910,1946,1991,98040,47.5873,-122.249,1950,6045,4.08,66.79,0,1
3422049190,2015-03-30,247500.0,3,1.75,1960,15681,1.0,0,0.0,3,7,1960,0,1967,0,98032,47.3576,-122.277,1750,15616,17.36,14.03,0,0
1099611230,2014-09-12,199000.0,4,1.5,1160,6400,1.0,0,0.0,4,7,1160,0,1975,0,98023,47.3036,-122.37799999999999,1160,6400,21.0,26.32,0,0
722079104,2014-07-11,314000.0,3,1.75,1810,41800,1.0,0,0.0,5,7,1210,600,1980,0,98038,47.4109,-121.958,1650,135036,22.05,7.2,0,0
7338200240,2014-05-16,437500.0,3,2.5,2320,36847,2.0,0,2.0,3,9,2320,0,1992,0,98045,47.4838,-121.714,2550,35065,30.02,11.17,0,0
1952200240,2014-06-11,850830.0,3,2.5,2070,13241,1.5,0,0.0,5,9,1270,800,1910,0,98102,47.6415,-122.315,2200,4500,2.56,55.57,0,0
5200100125,2014-10-27,555000.0,3,2.0,1980,3478,1.5,0,0.0,4,7,1440,540,1929,0,98117,47.6775,-122.37200000000001,1610,3478,5.26,101.69,0,0
7214720075,2014-12-12,699950.0,3,2.25,2190,107593,2.0,0,0.0,4,8,2190,0,1983,0,98077,47.7731,-122.08,2570,47777,16.43,6.38,0,0
2450000295,2014-10-07,1090000.0,3,2.5,2920,8113,2.0,0,0.0,3,8,2920,0,1950,2010,98004,47.5814,-122.196,2370,8113,6.56,98.79,0,1
6197800045,2014-09-24,290000.0,3,1.0,1210,33919,1.0,0,0.0,3,7,1210,0,1954,0,98058,47.4375,-122.184,1640,14910,13.54,8.26,0,0
1328310370,2015-04-02,375000.0,3,2.5,2340,10005,1.0,0,0.0,4,8,1460,880,1978,0,98058,47.4431,-122.133,2250,8162,14.59,30.38,0,0
546000875,2014-05-23,460000.0,3,1.0,1670,4005,1.5,0,0.0,4,7,1170,500,1939,0,98117,47.6878,-122.38,1240,4005,6.06,81.06,0,0
3530510041,2014-07-23,188500.0,2,1.75,1240,2493,1.0,0,0.0,4,8,1240,0,1985,0,98198,47.3813,-122.322,1270,4966,15.54,50.5,1,0
1853000400,2015-03-05,680000.0,4,2.5,3140,28037,2.0,0,0.0,4,10,3140,0,1991,0,98077,47.7304,-122.08200000000001,2990,35001,14.45,21.81,0,0
3134100116,2014-08-27,470000.0,5,1.75,2030,12342,2.0,0,0.0,4,7,2030,0,1942,0,98052,47.6417,-122.109,2500,9433,10.67,32.7,0,0
9545230140,2014-07-25,597750.0,4,2.5,2310,9624,2.0,0,0.0,3,8,2310,0,1984,0,98027,47.5386,-122.053,1940,9636,13.81,50.09,0,0
3362400511,2015-03-04,570000.0,3,1.75,1260,3328,1.0,0,0.0,5,6,700,560,1905,0,98103,47.6823,-122.34899999999999,1380,3536,5.31,124.24,0,0
2525310310,2014-09-16,272500.0,3,1.75,1540,12600,1.0,0,0.0,4,7,1160,0,1980,0,98038,47.3624,-122.031,1540,11656,21.93,19.27,0,0
6126500060,2014-11-24,329950.0,3,1.75,2080,5969,1.0,0,2.0,3,7,1080,1000,1971,0,98108,47.5474,-122.295,2090,5500,4.41,40.99,0,0
8961960160,2014-10-28,480000.0,4,2.5,3230,16171,2.0,0,0.0,3,9,2520,710,2001,0,98001,47.3183,-122.25299999999999,2640,8517,20.22,24.74,0,0
3626039325,2014-11-21,740500.0,3,3.5,4380,6350,2.0,0,0.0,3,8,2780,0,1900,0,98117,47.6981,-122.368,1830,6350,6.56,69.01,0,0
3362400431,2014-06-26,518500.0,3,3.5,1590,1102,3.0,0,0.0,3,8,1590,0,2010,0,98103,47.6824,-122.34700000000001,1620,3166,5.31,192.61,1,0
4060000240,2014-06-23,205425.0,2,1.0,880,6780,1.0,0,0.0,4,6,880,0,1945,0,98178,47.5009,-122.24799999999999,1190,6780,8.26,26.82,0,0
3454800060,2015-01-08,171800.0,4,2.0,1570,9600,1.0,0,0.0,3,6,1570,0,1950,0,98168,47.4965,-122.303,1880,9000,7.69,15.38,0,0
1695900060,2015-05-11,535000.0,4,1.0,1610,2982,1.5,0,0.0,4,7,1610,0,1925,0,98144,47.586999999999996,-122.294,1610,4040,2.21,116.51,0,0
7278700070,2015-01-02,660000.0,3,2.5,2400,6474,1.0,0,2.0,3,8,1560,840,1964,0,98177,47.7728,-122.38600000000001,2340,10856,11.77,74.37,0,0
6675500070,2014-11-19,391500.0,3,2.0,1450,9132,1.0,0,0.0,3,7,1450,0,1987,0,98034,47.7288,-122.226,1580,9104,9.8,37.0,0,0
3626039187,2015-04-06,395000.0,2,1.0,770,6000,1.0,0,0.0,3,6,770,0,1953,0,98117,47.6999,-122.36399999999999,1710,6000,6.64,58.35,0,0
3524049083,2014-11-04,445000.0,4,1.75,2100,4400,1.5,0,0.0,5,7,1720,380,1924,0,98118,47.5299,-122.266,1850,4400,6.1,68.46,0,0
3275860240,2014-06-18,770000.0,3,2.25,2910,10204,2.0,0,0.0,3,9,2910,0,1990,0,98052,47.6897,-122.098,2700,13992,12.32,58.72,0,0
4389200955,2015-03-02,1450000.0,4,2.75,2750,17789,1.5,0,0.0,3,8,1980,770,1914,1992,98004,47.6141,-122.212,3060,11275,5.62,70.6,0,1
4058801670,2014-07-17,445000.0,3,2.25,2100,8201,1.0,0,2.0,3,8,1620,480,1967,0,98178,47.5091,-122.244,2660,8712,7.86,43.2,0,0
8732020310,2014-07-17,260000.0,4,2.25,2160,8811,1.0,0,0.0,3,8,1360,800,1978,0,98023,47.3129,-122.39,2090,8400,20.43,23.7,0,0
2331300505,2014-06-13,822500.0,5,3.5,2320,4960,2.0,0,0.0,5,7,1720,600,1926,0,98103,47.6763,-122.352,1700,4960,4.93,112.98,0,0
7853210060,2015-04-06,430000.0,4,2.5,2070,4310,2.0,0,0.0,3,7,2070,0,2004,0,98065,47.5319,-121.85,1970,3748,23.04,67.4,0,0
3668000070,2015-01-05,212000.0,3,1.75,1060,7875,1.0,0,0.0,4,7,1060,0,1986,0,98092,47.2761,-122.152,1420,7680,24.29,23.73,0,0
9545240070,2015-04-28,660500.0,4,2.25,2010,9603,1.0,0,0.0,3,8,1440,570,1986,0,98027,47.5343,-122.054,2060,9793,13.87,56.88,0,0
1243100136,2014-06-12,784000.0,3,3.5,3950,111078,1.5,0,0.0,3,9,2460,1490,1989,0,98052,47.696999999999996,-122.072,2480,88500,13.63,6.82,0,0
8929000270,2014-05-12,453246.0,3,2.5,2010,2287,2.0,0,0.0,3,8,1390,620,2014,0,98029,47.5517,-121.99799999999999,1690,1662,16.01,105.48,0,0
2767602356,2015-01-26,675000.0,4,3.5,2140,2278,3.0,0,0.0,3,9,2140,0,2005,0,98107,47.6734,-122.38,1540,2285,5.15,152.78,0,0
921049315,2014-08-13,199000.0,3,1.75,1320,17390,1.0,0,0.0,4,7,1320,0,1956,0,98003,47.3257,-122.296,1550,19265,19.44,10.64,0,0
3655000070,2014-08-05,220000.0,4,1.75,2020,7840,1.0,0,0.0,3,7,1010,1010,1968,0,98003,47.3309,-122.29899999999999,1750,8140,19.07,22.31,0,0
4027700812,2014-05-29,452000.0,4,2.25,2590,10002,1.0,0,0.0,4,8,1340,1250,1968,0,98028,47.7689,-122.266,1550,10436,11.65,35.9,0,0
3992700335,2014-07-07,382500.0,2,1.0,1190,4440,1.0,0,0.0,3,6,1190,0,1981,0,98125,47.7135,-122.287,1060,5715,7.7,67.94,0,0
2767603505,2014-05-07,519950.0,3,2.25,1170,1249,3.0,0,0.0,3,8,1170,0,2014,0,98107,47.6722,-122.381,1350,1310,5.09,214.94,0,0
4232901525,2014-06-27,665000.0,2,1.0,1110,3200,1.0,0,0.0,3,7,1110,0,1925,0,98119,47.6338,-122.35799999999999,1170,3600,2.25,154.29,0,0
1777500060,2014-07-08,527700.0,5,2.5,2820,9375,1.0,0,0.0,4,8,1550,1270,1968,0,98006,47.5707,-122.12799999999999,2820,9375,9.82,43.27,0,0
1432900240,2015-05-08,205000.0,3,1.0,1610,8579,1.0,0,0.0,4,7,1010,600,1962,0,98058,47.4563,-122.171,1610,8579,12.79,20.12,0,0
6140100875,2015-04-15,420000.0,3,1.0,1060,8097,1.0,0,0.0,4,7,940,120,1923,0,98133,47.7144,-122.351,1560,7940,7.52,45.87,0,0
6071600370,2015-02-27,500000.0,4,2.25,2030,8517,1.0,0,0.0,4,8,1380,650,1961,0,98006,47.5495,-122.17399999999999,2230,8824,8.34,47.41,0,0
1526069017,2014-12-03,921500.0,4,2.5,3670,315374,2.0,0,0.0,4,9,3670,0,1994,0,98077,47.7421,-122.02600000000001,2840,87991,17.05,2.89,0,0
809001525,2014-06-25,890000.0,4,1.0,2550,4000,2.0,0,0.0,3,8,2370,180,1905,0,98109,47.6354,-122.353,2200,4000,2.24,135.88,0,0
3224079105,2014-08-06,430000.0,2,2.5,2420,60984,2.0,0,0.0,3,7,2420,0,2007,0,98027,47.5262,-121.943,1940,193842,18.95,6.78,0,0
8075400570,2014-10-30,258000.0,5,2.0,2260,12500,1.0,0,0.0,4,8,1130,1130,1960,0,98032,47.3887,-122.286,1360,18000,15.17,17.48,0,0
1994200024,2014-11-04,511000.0,3,1.0,1430,3455,1.0,0,0.0,3,7,980,450,1947,0,98103,47.6873,-122.336,1450,4599,5.6,104.61,0,0
3362900810,2014-08-20,532170.0,3,2.0,1360,3090,2.0,0,0.0,3,8,1360,0,1990,0,98103,47.6838,-122.353,1500,3090,5.45,119.59,0,0
1324300398,2015-04-09,560000.0,3,1.0,1110,5000,1.5,0,0.0,3,7,1110,0,1947,0,98107,47.655,-122.359,1420,5000,3.59,91.65,0,0
537000445,2015-03-31,282950.0,3,1.0,1250,8200,1.0,0,0.0,4,7,1250,0,1954,0,98003,47.3255,-122.304,1680,8633,19.43,29.94,0,0
7855801670,2015-04-01,2250000.0,4,3.25,5180,19850,2.0,0,3.0,3,12,3540,1640,2006,0,98006,47.562,-122.162,3160,9750,8.49,89.89,0,0
7920100045,2014-05-16,350000.0,1,1.0,700,5100,1.0,0,0.0,3,7,700,0,1942,0,98115,47.678999999999995,-122.3,1010,5100,5.24,60.34,0,0
8960000030,2014-07-28,215000.0,3,1.0,1180,7669,1.0,0,0.0,4,7,1180,0,1967,0,98058,47.4479,-122.176,1190,7669,13.13,24.3,0,0
6388930390,2014-11-20,650000.0,5,3.5,3960,25245,2.0,0,0.0,3,9,2500,1460,1996,0,98056,47.525,-122.17200000000001,2640,13675,9.33,22.26,0,0
8731900200,2014-08-07,320000.0,4,2.75,2640,7500,1.0,0,0.0,3,8,1620,1020,1967,0,98023,47.3135,-122.369,1980,7875,20.28,31.56,0,0
8029200135,2014-11-13,247000.0,3,2.0,1270,7198,1.5,0,0.0,3,7,1270,0,1916,2013,98022,47.2086,-121.99600000000001,1160,7198,31.63,29.17,0,1
1081200350,2014-10-03,320000.0,4,1.75,1760,11180,1.0,0,0.0,4,8,1760,0,1968,0,98059,47.4715,-122.118,1730,11180,13.64,24.73,0,0
84000105,2014-05-07,255000.0,5,2.25,2060,8632,1.0,0,0.0,3,7,1030,1030,1962,0,98146,47.4877,-122.335,1010,11680,8.18,23.85,0,0
3756500060,2015-03-09,438000.0,3,1.75,1780,9660,1.0,0,0.0,3,7,1780,0,1962,0,98034,47.7171,-122.193,1200,9660,10.02,38.29,0,0
